iter	RMSE
131	0.1587129484
132	0.1580172043
133	0.1573424037
134	0.1567278334
135	0.1560527211
136	0.1554087087
137	0.1547713218
138	0.1542135095
139	0.1536437357
140	0.153064672
141	0.1525505741
142	0.1519618132
143	0.1513534152
144	0.1508299135
145	0.1503597075
146	0.1497927215
147	0.1493069994
148	0.1487557716
149	0.1482620064
150	0.1477490402
151	0.1472561719
152	0.1468540634
153	0.146412882
154	0.1459616325
155	0.1454841233
156	0.1450003085
157	0.1445601381
158	0.1441075705
159	0.1436569524
160	0.143226718
161	0.1427502798
162	0.1422658842
163	0.1418190791
164	0.1414273218
165	0.1409459702
166	0.1405567007
167	0.1401061367
168	0.1396930247
169	0.1392837252
170	0.1388904203
171	0.1384831632
172	0.1380667332
173	0.1376819718
174	0.137294106
175	0.1369217596
176	0.1365263913
177	0.136139666
178	0.135844237
179	0.1354697139
180	0.1351127838
181	0.1347987656
182	0.1344720673
183	0.1341288341
184	0.1337273225
185	0.1333629887
186	0.1329957046
187	0.1326284414
188	0.1322431483
189	0.1319106521
190	0.1315961641
191	0.1313020423
192	0.1309875878
193	0.1306750802
194	0.1303023179
195	0.1299860277
196	0.1296814581
197	0.1293331861
198	0.1290187446
199	0.1286968544
200	0.1284457273
201	0.128154481
202	0.1278404106
203	0.1275340479
204	0.1272118982
205	0.1269240959
206	0.1266481041
207	0.1263511665
208	0.1261037915
209	0.1258601099
210	0.1256086634
211	0.1253207429
212	0.1250656968
213	0.1247959592
214	0.1245553928
215	0.1242807988
216	0.1240606257
217	0.1238095085
218	0.1235398193
219	0.1233336726
220	0.1231238837
221	0.1229360307
222	0.1227418962
223	0.1225235329
224	0.1222926873
225	0.1220678477
226	0.1218370412
227	0.1215881064
228	0.1213595342
229	0.1211288418
230	0.1209076418
231	0.1207151691
232	0.1205027409
233	0.1203068244
234	0.1200934882
235	0.119917633
236	0.1196929899
237	0.119456404
238	0.1192257371
239	0.1190553355
240	0.118852296
241	0.1186466983
242	0.1184239071
243	0.1182517541
244	0.118117464
245	0.1179042419
246	0.1177247191
247	0.1175113177
248	0.1173543005
249	0.1171668812
250	0.1169659238
251	0.116815692
252	0.1166105306
253	0.1164498733
254	0.1163096188
255	0.1161781836
256	0.1160192849
257	0.1157874746
258	0.1156429135
259	0.1154522464
260	0.1152558206
261	0.1150531179
262	0.1148690427
263	0.1146962142
264	0.1145480297
265	0.1143876988
266	0.114253078
267	0.1140760367
268	0.1139182334
269	0.113765199
270	0.1136315945
271	0.113489055
272	0.113335956
273	0.1131895648
274	0.1130100685
275	0.1128097384
276	0.1126462608
277	0.1125102847
278	0.1123686626
279	0.11220571
280	0.1120631161
281	0.1119157728
282	0.1117829287
283	0.1116351779
284	0.1114731324
285	0.1113625855
286	0.1112142298
287	0.111090889
288	0.1109095412
289	0.1108060025
290	0.1106746015
291	0.1105592791
292	0.1104468126
293	0.1102865238
294	0.1101621628
295	0.1100113445
296	0.1098313672
297	0.1097028939
298	0.109559844
299	0.1094501109
300	0.1093394454
301	0.1091927058
302	0.1090276958
303	0.1088748362
304	0.1087864755
305	0.1086844921
306	0.1085433642
307	0.1084110923
308	0.1082942117
309	0.1081813082
310	0.1080547376
311	0.1079387274
312	0.1077512495
313	0.1076502164
314	0.107476632
315	0.1073607211
316	0.1072218375
317	0.1070878396
318	0.106971121
319	0.1069293242
320	0.1068400036
321	0.1067336733
322	0.106636838
323	0.1065240954
324	0.1064190899
325	0.1063114684
326	0.1062743618
327	0.1061447994
328	0.1060424276
329	0.1058584465
330	0.1058301567
331	0.1057364559
332	0.1055838983
333	0.1055409155
334	0.1053959487
335	0.1053019245
336	0.1051937884
337	0.1051035615
338	0.1050021881
339	0.1048806456
340	0.1047821545
341	0.1046373457
342	0.1045303491
343	0.1044904571
344	0.1044118811
345	0.1043179309
346	0.1041881834
347	0.1040577952
348	0.1039509006
349	0.1038324172
350	0.1037044484
351	0.1035857007
352	0.1035118464
353	0.1034038634
354	0.1033087217
355	0.1031824439
356	0.1031034452
357	0.1029859836
358	0.1029055959
359	0.102858067
360	0.1027376369
361	0.1026401229
362	0.1025512443
363	0.102439343
364	0.1023878085
365	0.1022574499
366	0.1021700598
367	0.1021014946
368	0.1019861006
369	0.1018908001
370	0.1017791199
371	0.1017416748
372	0.1017080368
373	0.1015924686
374	0.1015150578
375	0.1013838039
376	0.1013000614
377	0.1011876751
378	0.1011223977
379	0.1009960532
380	0.1009200025
381	0.1008376551
382	0.100812796
383	0.1007066884
384	0.1006091089
385	0.1004770532
386	0.1003686073
387	0.100234292
388	0.100136252
389	0.1000527534
390	0.1000226532
391	0.09992671552
392	0.0997980741
393	0.09972217566
394	0.09963255067
395	0.09954856004
396	0.09946152208
397	0.09939911453
398	0.09933414637
399	0.09928041074
400	0.09924806785
401	0.09916147999
402	0.09913452285
403	0.09903198258
404	0.09895823681
405	0.09887261244
406	0.09883352962
407	0.09878363004
408	0.09874428659
409	0.09869623633
410	0.09861781985
411	0.09852213066
412	0.09842911044
413	0.09837328133
414	0.09827032137
415	0.0981930067
416	0.09807155789
417	0.09800046563
418	0.09788924121
419	0.09782527082
420	0.09778005444
421	0.09768141704
422	0.09758995757
423	0.0975437934
424	0.09751277325
425	0.09742777093
426	0.09733082261
427	0.09727347866
428	0.09719853407
429	0.09708579357
430	0.09699937864
431	0.09692126078
432	0.09684172448
433	0.09677549218
434	0.09674976586
435	0.09666209594
436	0.09661261055
437	0.09652249911
438	0.09645312928
439	0.09637252296
440	0.09626252798
441	0.09621934648
442	0.09617546491
443	0.09612231663
444	0.09608001092
445	0.09604989467
446	0.09599120452
447	0.09593633574
448	0.09583999005
449	0.09574322209
450	0.09565110251
451	0.09558196364
452	0.09552976499
453	0.09542402843
454	0.09531577557
455	0.09526745574
456	0.09522954666
457	0.09513845952
458	0.0951208043
459	0.09505186055
460	0.09500364632
461	0.09492201731
462	0.09489490021
463	0.09486480364
464	0.09483097894
465	0.09474549316
466	0.09472252529
467	0.09465939315
468	0.0945396041
469	0.09445135359
470	0.09439080126
471	0.09427135845
472	0.0941736572
473	0.09406119614
474	0.0940063367
475	0.09391074433
476	0.09384677581
477	0.09381206995
478	0.09371586012
479	0.09364710024
480	0.09362089014
481	0.09358762553
482	0.09349144722
483	0.09346916591
484	0.09339605647
485	0.09330011413
486	0.09324950306
487	0.0931627594
488	0.09312000901
489	0.09310044635
490	0.09301400095
491	0.09298510329
492	0.09296264784
493	0.09285646007
494	0.09279907524
495	0.09272415965
496	0.0926693951
497	0.0925626608
498	0.09248599739
499	0.092399444
500	0.09228947138
501	0.09218768088
502	0.09209309923
503	0.09204142315
504	0.09194734659
505	0.09191205382
506	0.09183764008
507	0.09178085044
508	0.0916942649
509	0.0916133531
510	0.09154610208
511	0.0915209302
512	0.0914507066
513	0.09136699725
514	0.09134413576
515	0.09130455052
516	0.09128413455
517	0.09119215841
518	0.09115089085
519	0.09110440728
520	0.09107505161
521	0.09105473551
522	0.09097760555
523	0.09092446213
524	0.09086234689
525	0.0908071714
526	0.09073068608
527	0.09069461128
528	0.09064405884
529	0.09059938937
530	0.09058126204
531	0.09051318098
532	0.09046487501
533	0.0904205582
534	0.09032309771
535	0.09024648685
536	0.0901920793
537	0.09011671397
538	0.09009701411
539	0.09002958277
540	0.09000821388
541	0.08996868513
542	0.08991731508
543	0.08989773046
544	0.08987422981
545	0.08982881992
546	0.08972829123
547	0.08969251424
548	0.08965754506
549	0.0895830435
550	0.08948157564
551	0.08943150887
552	0.08934930236
553	0.0892653112
554	0.08919461452
555	0.08913928624
556	0.08911703349
557	0.08905498915
558	0.0889678711
559	0.08888792316
560	0.08884734885
561	0.08880904078
562	0.08877317293
563	0.08873594477
564	0.08868014139
565	0.08863331104
566	0.08860268966
567	0.08858465138
568	0.08849885682
569	0.08841076291
570	0.08836703562
571	0.08830993214
572	0.08824318681
573	0.08817520407
574	0.08814003228
575	0.08812212366
576	0.08804803701
577	0.08793222729
578	0.08784249467
579	0.08782338271
580	0.08774785216
581	0.08769054821
582	0.08767040936
583	0.08759535598
584	0.08757312715
585	0.0874974098
586	0.08745773052
587	0.08738722543
588	0.08728199614
589	0.08716885602
590	0.0871365688
591	0.0870711986
592	0.08699255136
593	0.08695285516
594	0.0869117384
595	0.08684505749
596	0.08676381815
597	0.08667565967
598	0.08660795862
599	0.086589913
600	0.08652955478
601	0.08645498725
602	0.0864278666
603	0.08638542059
604	0.0863483668
605	0.0862808947
606	0.08620456439
607	0.08617111784
608	0.08606433105
609	0.08604843716
610	0.08601922371
611	0.0860019138
612	0.08598465275
613	0.08591738756
614	0.08587315786
615	0.08585251468
616	0.08582037322
617	0.08574567842
618	0.0857226816
619	0.08569903697
620	0.08561534799
621	0.08554629979
622	0.08547044112
623	0.08542170909
624	0.08533577426
625	0.08532089642
626	0.08529194125
627	0.0852696595
628	0.0852103355
629	0.0851381568
630	0.08512113342
631	0.08507647999
632	0.0850482516
633	0.08497015715
634	0.08490005371
635	0.0848038065
636	0.08469599739
637	0.08464760728
638	0.08458418824
639	0.08449216397
640	0.08441125028
641	0.08432616084
642	0.08430980169
643	0.08429034703
644	0.08422353538
645	0.08411670616
646	0.08408698629
647	0.08407412396
648	0.08400653423
649	0.08395890792
650	0.08387823726
651	0.08378658866
652	0.08370996802
653	0.08369045966
654	0.08360300524
655	0.08353676362
656	0.08350136994
657	0.08343544723
658	0.08342287874
659	0.08335078748
660	0.08332230929
661	0.08330291457
662	0.08324671741
663	0.08323085895
664	0.08319978618
665	0.08313255564
666	0.08302326662
667	0.08295465875
668	0.08290851289
669	0.08281690967
670	0.08273953605
671	0.08271592845
672	0.0827032219
673	0.08264581868
674	0.08256862621
675	0.08248615645
676	0.08241429385
677	0.0823514877
678	0.08229300527
679	0.08222057126
680	0.0821873357
681	0.08214074903
682	0.08211837137
683	0.08201659478
684	0.08193071075
685	0.08185687057
686	0.08176181195
687	0.08169176248
688	0.08166781544
689	0.08164316223
690	0.0815763251
691	0.08151297409
692	0.08144586972
693	0.08142853131
694	0.0813884811
695	0.0813492497
696	0.08130092999
697	0.08122595907
698	0.08116016071
699	0.08109040684
700	0.0810010824
701	0.08093440413
702	0.08086834349
703	0.08080053612
704	0.08072803264
705	0.0806726791
706	0.08060355903
707	0.08054224052
708	0.08051926669
709	0.08044937793
710	0.08037737795
711	0.08035995165
712	0.0802864427
713	0.08026397105
714	0.08019881051
715	0.08014935751
716	0.08009961595
717	0.08004058741
718	0.07996893927
719	0.07989511184
720	0.07987493335
721	0.07979875248
722	0.07970865778
723	0.07967378989
724	0.07966187492
725	0.07961451219
726	0.07955039344
727	0.07951845692
728	0.0794461857
729	0.07938893996
730	0.07930744805
731	0.07923383503
732	0.07917291207
733	0.07910596498
734	0.07907851105
735	0.07900543543
736	0.07896869666
737	0.07895141684
738	0.07891219742
739	0.07886178986
740	0.07882018081
741	0.07873043876
742	0.07866409985
743	0.07864183339
744	0.07857785921
745	0.07850905137
746	0.07849323151
747	0.07844225315
748	0.07839623449
749	0.07835714128
750	0.07830346477
751	0.07821305503
752	0.07814511315
753	0.07810242627
754	0.07805337568
755	0.07799775099
756	0.07794416296
757	0.0778809459
758	0.07780226514
759	0.07777854806
760	0.07772903981
761	0.07766259259
762	0.07758257089
763	0.07752594202
764	0.07748335619
765	0.07744688992
766	0.07737087153
767	0.07732507367
768	0.07728888423
769	0.07725685361
770	0.07724598802
771	0.07719952387
772	0.07715723792
773	0.07712052317
774	0.07710850832
775	0.07709889792
776	0.07707114705
777	0.07701677115
778	0.0769579204
779	0.07690798319
780	0.07684980023
781	0.07680774165
782	0.07678253444
783	0.07675139748
784	0.07669004717
785	0.07663412968
786	0.07659709935
787	0.0765353431
788	0.07645841419
789	0.07640712782
790	0.07639801438
791	0.07632289182
792	0.07629601048
793	0.07626965506
794	0.07623210621
795	0.07617800818
796	0.07613236693
797	0.07612334625
798	0.0760938725
799	0.07602048877
800	0.07595173891
801	0.07588998316
802	0.07583627774
803	0.07578160735
804	0.07577271634
805	0.07572326578
806	0.07571572222
807	0.0756540867
808	0.07560548838
809	0.07556942782
810	0.07556039782
811	0.07549227479
812	0.07543007958
813	0.07535232036
814	0.0753155938
815	0.07527434852
816	0.07524390622
817	0.07516858314
818	0.07512992197
819	0.07509340884
820	0.07503203872
821	0.07502154212
822	0.07497213498
823	0.07492600721
824	0.07484734938
825	0.07483766385
826	0.07477229673
827	0.07474569439
828	0.07468998146
829	0.07461677664
830	0.07460657847
831	0.07458493417
832	0.0745509895
833	0.07449437319
834	0.07443519394
835	0.07439782356
836	0.07438841198
837	0.07436503524
838	0.07430907901
839	0.07428054025
840	0.07421970195
841	0.07417883118
842	0.0741427732
843	0.07408300649
844	0.07402088582
845	0.0739273812
846	0.07389134806
847	0.07388230313
848	0.07383414858
849	0.07375835045
850	0.07368884004
851	0.07364110734
852	0.0736016843
853	0.07359247951
854	0.07356025996
855	0.07349557031
856	0.07344378394
857	0.07340722759
858	0.07339892611
859	0.0733907014
860	0.07335585486
861	0.07329078804
862	0.07325980977
863	0.07325303862
864	0.0732305909
865	0.07322403525
866	0.07318531532
867	0.07313610925
868	0.07312755239
869	0.0731175677
870	0.07307016504
871	0.07300753047
872	0.0729491965
873	0.0728875914
874	0.07282942252
875	0.07275968148
876	0.07270382129
877	0.07266137665
878	0.07263261576
879	0.0725552875
880	0.07249512429
881	0.07244527778
882	0.07243808594
883	0.07237763999
884	0.07229524579
885	0.07224584013
886	0.07223723594
887	0.07219560377
888	0.07214388643
889	0.0721003914
890	0.07206702252
891	0.07202368664
892	0.07196423404
893	0.0719248857
894	0.07189931226
895	0.07185699541
896	0.0718127665
897	0.07173917712
898	0.07170630008
899	0.07166476842
900	0.07162384404
901	0.07158055352
902	0.0715196236
903	0.07151008892
904	0.07145617136
905	0.07141418691
906	0.07140474651
907	0.07139598021
908	0.07135347152
909	0.07133137208
910	0.07132466914
911	0.07129154272
912	0.07128234023
913	0.07125956208
914	0.07119844823
915	0.07116009687
916	0.07111548913
917	0.0711093987
918	0.0710796444
919	0.07105076028
920	0.07100072042
921	0.07099457598
922	0.07094715373
923	0.07093251537
924	0.07090057595
925	0.07089409459
926	0.07088759907
927	0.07088162458
928	0.07082538952
929	0.07076585066
930	0.07070398675
931	0.07066097824
932	0.07061552442
933	0.0705807143
934	0.07057338877
935	0.0705091035
936	0.07042840838
937	0.07036265639
938	0.07033017912
939	0.07025710623
940	0.07022021441
941	0.07018114045
942	0.07015831215
943	0.07015209032
944	0.07009662243
945	0.07004923679
946	0.07000311337
947	0.06995119056
948	0.06994503389
949	0.06990478968
950	0.0698533107
951	0.06978562132
952	0.06974360883
953	0.06970437088
954	0.06968265477
955	0.06967470582
956	0.0696060151
957	0.0695676276
958	0.06951967402
959	0.0695112617
960	0.0694478968
961	0.06940337907
962	0.06939754331
963	0.06935868549
964	0.06932090836
965	0.06927821267
966	0.06923207117
967	0.06918164786
968	0.06914657421
969	0.0691072766
970	0.06906166298
971	0.06904064647
972	0.06899015469
973	0.06894573033
974	0.06887781907
975	0.06886064664
976	0.06881017257
977	0.0687649042
978	0.06868861121
979	0.06865306754
980	0.06862656053
981	0.06857336569
982	0.06855058074
983	0.06854420505
984	0.06849418361
985	0.06845745964
986	0.06843398591
987	0.06838536961
988	0.06833262271
989	0.06832455106
990	0.06827736898
991	0.0682284451
992	0.06818199426
993	0.06817616533
994	0.06813766003
995	0.06813154646
996	0.06806879553
997	0.06803410511
998	0.0680139055
999	0.06797538867
1000	0.0679248221
1001	0.0678994465
1002	0.0678275091
1003	0.0677777962
1004	0.0677448153
1005	0.06770599749
1006	0.06764154823
1007	0.06759075752
1008	0.0675428253
1009	0.06751792283
1010	0.06751186028
1011	0.06748151764
1012	0.06744537073
1013	0.06741510378
1014	0.06735496152
1015	0.0673324907
1016	0.06727336597
1017	0.06724843878
1018	0.06724202821
1019	0.06721851962
1020	0.06716418615
1021	0.0671510854
1022	0.06710872715
1023	0.06706849919
1024	0.06702731544
1025	0.06700242896
1026	0.066959678
1027	0.06691583945
1028	0.06686726763
1029	0.06684800626
1030	0.06680798813
1031	0.0667614876
1032	0.066725708
1033	0.0666644974
1034	0.06661759027
1035	0.06654536067
1036	0.06651825062
1037	0.06651341005
1038	0.06649504172
1039	0.0664659452
1040	0.06646095408
1041	0.06642435499
1042	0.06636998991
1043	0.06633579987
1044	0.06630199858
1045	0.06627713563
1046	0.06625374592
1047	0.06620173509
1048	0.06618589127
1049	0.06618096064
1050	0.06615606782
1051	0.06612103379
1052	0.06609166256
1053	0.06603255476
1054	0.06597618264
1055	0.06593516084
1056	0.06592976404
1057	0.06588262085
1058	0.06583524428
1059	0.06578053207
1060	0.06572203542
1061	0.06569977573
1062	0.06564694414
1063	0.06560165864
1064	0.06557559297
1065	0.06552875242
1066	0.06548823804
1067	0.06545227737
1068	0.06541952322
1069	0.06536788315
1070	0.06532952615
1071	0.06526492772
1072	0.06522391086
1073	0.0651901945
1074	0.0651460531
1075	0.06513308929
1076	0.06509471877
1077	0.06507414341
1078	0.06506933125
1079	0.06504001278
1080	0.06499858959
1081	0.0649632022
1082	0.06492110073
1083	0.06489389946
1084	0.06486007208
1085	0.06480717629
1086	0.06478387083
1087	0.06474108321
1088	0.06467903091
1089	0.0646636128
1090	0.06462199094
1091	0.06459067846
1092	0.0645544693
1093	0.06450038923
1094	0.06449568744
1095	0.06444569908
1096	0.06442699915
1097	0.06441313469
1098	0.06433552671
1099	0.06432288601
1100	0.0642754973
1101	0.06422765942
1102	0.06420237226
1103	0.06417350931
1104	0.06413513435
1105	0.06409246732
1106	0.06406178358
1107	0.06403295859
1108	0.06399256993
1109	0.06397006867
1110	0.0639273738
1111	0.06387672357
1112	0.06382726492
1113	0.06379590306
1114	0.06377587911
1115	0.06373633754
1116	0.06367373752
1117	0.06366915965
1118	0.0636233721
1119	0.06361833407
1120	0.06358128139
1121	0.06352696336
1122	0.06349214794
1123	0.06344196317
1124	0.06336930146
1125	0.06332830596
1126	0.06329502495
1127	0.06325210766
1128	0.06322121843
1129	0.06316922272
1130	0.06314761687
1131	0.06312417062
1132	0.06309361827
1133	0.06304799074
1134	0.06301802135
1135	0.06297645736
1136	0.06291380238
1137	0.06289313767
1138	0.06285350536
1139	0.06280512756
1140	0.06277695261
1141	0.06273100869
1142	0.06272685824
1143	0.06266742692
1144	0.06264630361
1145	0.06262141337
1146	0.06261706477
1147	0.0625800879
1148	0.0625243955
1149	0.06246873374
1150	0.06244160278
1151	0.06241718608
1152	0.06237345833
1153	0.06233375951
1154	0.06228480271
1155	0.06222129448
1156	0.0621813658
1157	0.06211112808
1158	0.06206642752
1159	0.06201181413
1160	0.0619847281
1161	0.06197883041
1162	0.06193851531
1163	0.06191254925
1164	0.06187665012
1165	0.06183433638
1166	0.06178224848
1167	0.06173280923
1168	0.06169125197
1169	0.06166362442
1170	0.06162871826
1171	0.061584955
1172	0.06158044008
1173	0.06152424609
1174	0.0614914633
1175	0.06145607551
1176	0.06140934912
1177	0.06138597059
1178	0.06138172976
1179	0.06134191741
1180	0.06132181312
1181	0.06129224388
1182	0.06125033206
1183	0.06122369514
1184	0.06119591965
1185	0.0611421074
1186	0.06110508425
1187	0.06108750534
1188	0.06105405407
1189	0.06100861346
1190	0.06099640305
1191	0.06096320637
1192	0.06092463984
1193	0.06087295851
1194	0.06085483233
1195	0.06080644164
1196	0.06076975709
1197	0.06075815504
1198	0.06071885507
1199	0.06067364728
1200	0.06063839353
1201	0.06060933101
1202	0.06059448907
1203	0.06059000441
1204	0.06054870611
1205	0.06054071987
1206	0.06048934079
1207	0.06048518101
1208	0.06043834736
1209	0.06041250757
1210	0.06036503216
1211	0.06032061098
1212	0.06026715983
1213	0.06022781275
1214	0.0601961978
1215	0.06015979954
1216	0.06015569938
1217	0.06011177587
1218	0.06006071773
1219	0.06000664645
1220	0.05995739163
1221	0.05993729404
1222	0.0599179418
1223	0.05987263196
1224	0.05984418981
1225	0.05981490826
1226	0.05980017056
1227	0.05976131103
1228	0.05975700613
1229	0.05973212457
1230	0.05970326552
1231	0.05966817181
1232	0.05966337717
1233	0.05964010562
1234	0.05963588
1235	0.05959491094
1236	0.05955796502
1237	0.05955407759
1238	0.05952371379
1239	0.05946798243
1240	0.05942531637
1241	0.05939950652
1242	0.05936613321
1243	0.05934191874
1244	0.05930231227
1245	0.05929850201
1246	0.05926544432
1247	0.0592026956
1248	0.05914587012
1249	0.05911721316
1250	0.05908369454
1251	0.05906671848
1252	0.05906187565
1253	0.05905780186
1254	0.05901947913
1255	0.0589923602
1256	0.05896402609
1257	0.05891317864
1258	0.05888553687
1259	0.05885350823
1260	0.05881020717
1261	0.05879768677
1262	0.05876710111
1263	0.05873199898
1264	0.0587287704
1265	0.05869451602
1266	0.05867351864
1267	0.05864011601
1268	0.05862348303
1269	0.05857997818
1270	0.05852064375
1271	0.05849567836
1272	0.05845026504
1273	0.05842834148
1274	0.05838748498
1275	0.05833446406
1276	0.05832995635
1277	0.05832548945
1278	0.05829962642
1279	0.05825158057
1280	0.0582132921
1281	0.05819842747
1282	0.05816636415
1283	0.05812673108
1284	0.05810306118
1285	0.05807391884
1286	0.05805283874
1287	0.05804930895
1288	0.05801699129
1289	0.05798310973
1290	0.05796375182
1291	0.05791472208
1292	0.05787941184
1293	0.05783945718
1294	0.05778514727
1295	0.05775937375
1296	0.05775500043
1297	0.05772267867
1298	0.05768197466
1299	0.05763696357
1300	0.05759828304
1301	0.05757243574
1302	0.05755889575
1303	0.05755458125
1304	0.05752194712
1305	0.0574840262
1306	0.05746922679
1307	0.05744744298
1308	0.05741119476
1309	0.05737698761
1310	0.05736397163
1311	0.05736027747
1312	0.05733491705
1313	0.05731114604
1314	0.05726966124
1315	0.05722123814
1316	0.05718453987
1317	0.05716616837
1318	0.0571410322
1319	0.05709765499
1320	0.05707151222
1321	0.05703132348
1322	0.05700313007
1323	0.05696286873
1324	0.05695864858
1325	0.05690255644
1326	0.05689891252
1327	0.05689088338
1328	0.05685516466
1329	0.05682364338
1330	0.05681340926
1331	0.05677548176
1332	0.05674310644
1333	0.05671246865
1334	0.05665763175
1335	0.05665438889
1336	0.0566090856
1337	0.05658690488
1338	0.05655676793
1339	0.05652332698
1340	0.05646730825
1341	0.0564535039
1342	0.05640223542
1343	0.05636690639
1344	0.05633822522
1345	0.05632219301
1346	0.05628175611
1347	0.05625382493
1348	0.05620857356
1349	0.05618770183
1350	0.05615297873
1351	0.05611552651
1352	0.05610009036
1353	0.05609598523
1354	0.05606684951
1355	0.05602381484
1356	0.05599217834
1357	0.05594125109
1358	0.05592345604
1359	0.05589982589
1360	0.05586935657
1361	0.05584722541
1362	0.05579754851
1363	0.05575395026
1364	0.05569172159
1365	0.05565706433
1366	0.05561165806
1367	0.05557620975
1368	0.05553114027
1369	0.05550890195
1370	0.05546634082
1371	0.05545576219
1372	0.05543186084
1373	0.05538311013
1374	0.0553569417
1375	0.05530292516
1376	0.05525553663
1377	0.05525154206
1378	0.0552214264
1379	0.05521290319
1380	0.0552107024
1381	0.05516320811
1382	0.05515941143
1383	0.05515640316
1384	0.05515382064
1385	0.05513958728
1386	0.05509487445
1387	0.05505224204
1388	0.05503820134
1389	0.05501390395
1390	0.05501098066
1391	0.05495859291
1392	0.05492043788
1393	0.05489975654
1394	0.05489595129
1395	0.05485692571
1396	0.05484470748
1397	0.05482439477
1398	0.0547912894
1399	0.05475338206
1400	0.05473697584
1401	0.05469771291
1402	0.05466607861
1403	0.05464558605
1404	0.05461793291
1405	0.05456936563
1406	0.05456609992
1407	0.05456269238
1408	0.05455947131
1409	0.05452353321
1410	0.05449101807
1411	0.05447555606
1412	0.05447277093
1413	0.05441261801
1414	0.05438468904
1415	0.05438152222
1416	0.05435861395
1417	0.05432944387
1418	0.05431126514
1419	0.05428378978
1420	0.05428065426
1421	0.05425384959
1422	0.05423196879
1423	0.05422886042
1424	0.05420286547
1425	0.05418364482
1426	0.05413887271
1427	0.05412369884
1428	0.0541018876
1429	0.05405943741
1430	0.0540130886
1431	0.05400951983
1432	0.05397949979
1433	0.0539688799
1434	0.05394037868
1435	0.05389707206
1436	0.05388194436
1437	0.05386001845
1438	0.05383645544
1439	0.05380205763
1440	0.05378755402
1441	0.05378405844
1442	0.05373952284
1443	0.05371811495
1444	0.05370326652
1445	0.05368016869
1446	0.05363656806
1447	0.05361225904
1448	0.05356628443
1449	0.05352365085
1450	0.05352066353
1451	0.0534915092
1452	0.05347280858
1453	0.05342989523
1454	0.05339523462
1455	0.05336124433
1456	0.05331958544
1457	0.05326881985
1458	0.05322426871
1459	0.05319792977
1460	0.0531614621
1461	0.053140738
1462	0.05311490333
1463	0.05307911743
1464	0.05303232868
1465	0.05298098867
1466	0.05294316867
1467	0.05291672708
1468	0.05291381077
1469	0.05287666186
1470	0.05284075625
1471	0.05280496296
1472	0.05277325085
1473	0.05273931559
1474	0.05269691983
1475	0.05266374748
1476	0.05265789374
1477	0.05262356265
1478	0.05258365934
1479	0.05254662138
1480	0.0525217576
1481	0.05247278992
1482	0.05245908308
1483	0.05242719525
1484	0.05239460384
1485	0.05236325831
1486	0.05232632155
1487	0.05228782335
1488	0.05226455483
1489	0.05222877433
1490	0.05220481711
1491	0.05217982821
1492	0.05213481418
1493	0.05210333561
1494	0.05209072062
1495	0.05205979117
1496	0.05203482069
1497	0.05200133494
1498	0.05199887754
1499	0.05195909678
1500	0.05193661476
1501	0.05189526211
