iter	RMSE
1502	0.05185522444
1503	0.05183303684
1504	0.05180573735
1505	0.05180297461
1506	0.05179269949
1507	0.05176829335
1508	0.05172585604
1509	0.05170506077
1510	0.05166477089
1511	0.05163958736
1512	0.05158683026
1513	0.05155414229
1514	0.05152581283
1515	0.05149586659
1516	0.05147476624
1517	0.05145600282
1518	0.05142293519
1519	0.05141110028
1520	0.05139542277
1521	0.05137840908
1522	0.05132438519
1523	0.05127880405
1524	0.05124392703
1525	0.05123321188
1526	0.05119730005
1527	0.05115629636
1528	0.0511422087
1529	0.05112276001
1530	0.05108961639
1531	0.05107223163
1532	0.0510492521
1533	0.05103774452
1534	0.05101788113
1535	0.05100411569
1536	0.05097965031
1537	0.05095479958
1538	0.05091695598
1539	0.05088512393
1540	0.05084298266
1541	0.05081061591
1542	0.05077989142
1543	0.05073442242
1544	0.05072359668
1545	0.05068718983
1546	0.05064389174
1547	0.05063496098
1548	0.05060837845
1549	0.05058335002
1550	0.05058055078
1551	0.05057817281
1552	0.0505432916
1553	0.05054098028
1554	0.05050566295
1555	0.05048881449
1556	0.05044407527
1557	0.05041598126
1558	0.05037392368
1559	0.05036654325
1560	0.050363946
1561	0.05034316594
1562	0.05032323869
1563	0.05027566489
1564	0.05024837096
1565	0.05021898949
1566	0.05017229691
1567	0.05013398195
1568	0.05013140187
1569	0.05010303901
1570	0.05007349907
1571	0.05004973543
1572	0.05004738141
1573	0.05000647202
1574	0.04997215655
1575	0.04993602494
1576	0.04990680994
1577	0.04990428433
1578	0.049887264
1579	0.04986945527
1580	0.04983749292
1581	0.04981492522
1582	0.04978121353
1583	0.04976028466
1584	0.04975732285
1585	0.04971479068
1586	0.04968199267
1587	0.04964273079
1588	0.04961638101
1589	0.04958925524
1590	0.04957887872
1591	0.04955140657
1592	0.04951933957
1593	0.04950454991
1594	0.0494863793
1595	0.04945392645
1596	0.04941126003
1597	0.04937566124
1598	0.04934648517
1599	0.04930563086
1600	0.04928040214
1601	0.04923818629
1602	0.04920167684
1603	0.04917455418
1604	0.04915888114
1605	0.0491351807
1606	0.04911512202
1607	0.04907660755
1608	0.04903396104
1609	0.04900261041
1610	0.04896811954
1611	0.04892220692
1612	0.04888261971
1613	0.04885899223
1614	0.0488375317
1615	0.04881872387
1616	0.04880052972
1617	0.04877127922
1618	0.04874693993
1619	0.04871742821
1620	0.04870858951
1621	0.04868164381
1622	0.04864766162
1623	0.04862386291
1624	0.0486152003
1625	0.04859126069
1626	0.04858222918
1627	0.0485794199
1628	0.04857243113
1629	0.04854013667
1630	0.04852043364
1631	0.04849224325
1632	0.04845843635
1633	0.04842712891
1634	0.04841279827
1635	0.04838678938
1636	0.04833380801
1637	0.0483107253
1638	0.04828913026
1639	0.04827960447
1640	0.04825557075
1641	0.04821185136
1642	0.04819689164
1643	0.04815591402
1644	0.04811507665
1645	0.04808355389
1646	0.04804506128
1647	0.04801586207
1648	0.04798771424
1649	0.04797988933
1650	0.04796733206
1651	0.04793527009
1652	0.04792419755
1653	0.0478879725
1654	0.04786196993
1655	0.04784076709
1656	0.04782229981
1657	0.04779293131
1658	0.04778382795
1659	0.04776460112
1660	0.04775398304
1661	0.04772312329
1662	0.04771438268
1663	0.04769748208
1664	0.04764706489
1665	0.04762877003
1666	0.04758709912
1667	0.04757341331
1668	0.04754014684
1669	0.04751182686
1670	0.04750232504
1671	0.04747530617
1672	0.04747318239
1673	0.04745271678
1674	0.04745006066
1675	0.047412163
1676	0.04738229796
1677	0.04735408308
1678	0.04732500227
1679	0.04729060537
1680	0.04727821485
1681	0.04726364967
1682	0.04724094397
1683	0.0472273703
1684	0.04720345449
1685	0.04718834895
1686	0.04718637624
1687	0.04717427814
1688	0.04714184575
1689	0.04710701125
1690	0.04710471524
1691	0.04710206641
1692	0.04709991341
1693	0.04708395169
1694	0.0470603585
1695	0.0470454442
1696	0.0470175563
1697	0.04701516068
1698	0.04699946313
1699	0.04697966216
1700	0.04695799455
1701	0.04693561872
1702	0.04691381256
1703	0.04688674366
1704	0.04686557281
1705	0.04685731095
1706	0.04682834617
1707	0.04680199358
1708	0.04679308277
1709	0.04677904428
1710	0.04677178279
1711	0.0467434811
1712	0.04671780007
1713	0.04667954739
1714	0.04666469257
1715	0.04664183081
1716	0.04663253729
1717	0.04659936228
1718	0.04657315507
1719	0.04656515375
1720	0.04653683861
1721	0.04650694255
1722	0.04647980442
1723	0.04646753009
1724	0.04644453304
1725	0.04641966255
1726	0.04641184711
1727	0.04639660938
1728	0.04637309065
1729	0.04636649543
1730	0.04633770016
1731	0.04630547406
1732	0.04629363087
1733	0.0462837
1734	0.04626784492
1735	0.04624128416
1736	0.04622109066
1737	0.04620611942
1738	0.04617665409
1739	0.04615301781
1740	0.04612649491
1741	0.04610470492
1742	0.04609262014
1743	0.04607218418
1744	0.04605316429
1745	0.04603282221
1746	0.04600923349
1747	0.0459855823
1748	0.04598365653
1749	0.04598126791
1750	0.0459386325
1751	0.04591893514
1752	0.04587173935
1753	0.04584172127
1754	0.04580445786
1755	0.04577581841
1756	0.04577392203
1757	0.04576230299
1758	0.04572824836
1759	0.04570104596
1760	0.04567074762
1761	0.04564220216
1762	0.04563096292
1763	0.04562055139
1764	0.04561547346
1765	0.04558315721
1766	0.0455663103
1767	0.04556386546
1768	0.04553550952
1769	0.04551919646
1770	0.04549039216
1771	0.04544286849
1772	0.04544073603
1773	0.04542125342
1774	0.04540343527
1775	0.04539263822
1776	0.04536862851
1777	0.04534939308
1778	0.04534307217
1779	0.0453316856
1780	0.04530401854
1781	0.04528752056
1782	0.0452498253
1783	0.04522247984
1784	0.0452056915
1785	0.04517710526
1786	0.04517523078
1787	0.04514134738
1788	0.0451118376
1789	0.04506788423
1790	0.04503858853
1791	0.04500643653
1792	0.0449809832
1793	0.04496760299
1794	0.04494465555
1795	0.04492669062
1796	0.0449142483
1797	0.04488526069
1798	0.04486505741
1799	0.044838543
1800	0.04481370656
1801	0.04479872205
1802	0.04477324737
1803	0.04474469024
1804	0.04472298563
1805	0.04469576371
1806	0.04466078215
1807	0.04463074644
1808	0.04460687567
1809	0.04456203816
1810	0.04455353077
1811	0.04453051686
1812	0.04450329208
1813	0.04447761965
1814	0.044444088
1815	0.04441587555
1816	0.04439191058
1817	0.04436189759
1818	0.04434524568
1819	0.04434293407
1820	0.0443283239
1821	0.04432657873
1822	0.04430136859
1823	0.04427970559
1824	0.0442738389
1825	0.04424395379
1826	0.04420671783
1827	0.04416036163
1828	0.04414370604
1829	0.04411956167
1830	0.04411037157
1831	0.04410807489
1832	0.04407819838
1833	0.04406226843
1834	0.0440480362
1835	0.04402378542
1836	0.04399444742
1837	0.04396243321
1838	0.04394190168
1839	0.04393669501
1840	0.04391676062
1841	0.04388123181
1842	0.04387470237
1843	0.04387256373
1844	0.04384684354
1845	0.04381379939
1846	0.04377252291
1847	0.04376451549
1848	0.04375267289
1849	0.04372444318
1850	0.04369491278
1851	0.0436616019
1852	0.04364862299
1853	0.04364663965
1854	0.04363133022
1855	0.04360700494
1856	0.04358554817
1857	0.04356398739
1858	0.04355457936
1859	0.04352771198
1860	0.04351764521
1861	0.04351546857
1862	0.04349167145
1863	0.04346833601
1864	0.04345576197
1865	0.04342197894
1866	0.04338462038
1867	0.04334027447
1868	0.04331081333
1869	0.04328763843
1870	0.04327948795
1871	0.04325463893
1872	0.04323095723
1873	0.0431974044
1874	0.04319535586
1875	0.04315597362
1876	0.04312571473
1877	0.0430914235
1878	0.04305966139
1879	0.04304893183
1880	0.04304586202
1881	0.0430201532
1882	0.04298992861
1883	0.04297952732
1884	0.04294827954
1885	0.04292344027
1886	0.04288533128
1887	0.04285445442
1888	0.04282909153
1889	0.04282327193
1890	0.04279386005
1891	0.04276727808
1892	0.04274732132
1893	0.0427237681
1894	0.04271082977
1895	0.04269888045
1896	0.04268518626
1897	0.04266994363
1898	0.04264852975
1899	0.04260631787
1900	0.04260410133
1901	0.04257006552
1902	0.04253655103
1903	0.04253043045
1904	0.04251562735
1905	0.04249863899
1906	0.04247390551
1907	0.04245708886
1908	0.04245537693
1909	0.04243101778
1910	0.04241728869
1911	0.04239716737
1912	0.04236609045
1913	0.04233428352
1914	0.042317364
1915	0.04229030403
1916	0.04227265317
1917	0.04225408492
1918	0.04225212903
1919	0.04224229386
1920	0.0422101092
1921	0.04218261853
1922	0.04216164668
1923	0.04214014531
1924	0.04211806739
1925	0.04209556228
1926	0.04207373296
1927	0.04205267339
1928	0.04202621851
1929	0.0420044899
1930	0.04198033688
1931	0.0419569309
1932	0.04193493277
1933	0.04190495013
1934	0.0418949686
1935	0.04188282683
1936	0.04185700236
1937	0.04184639264
1938	0.04182620952
1939	0.04181253753
1940	0.04180434753
1941	0.0417723455
1942	0.04174157416
1943	0.04173566775
1944	0.04171265025
1945	0.04168795677
1946	0.0416513522
1947	0.04163154352
1948	0.04161328783
1949	0.04160154208
1950	0.04159958384
1951	0.04158991775
1952	0.0415781863
1953	0.04156497597
1954	0.04155646344
1955	0.04154369695
1956	0.0415304918
1957	0.04149410885
1958	0.04147740812
1959	0.04143589523
1960	0.04140365375
1961	0.04138678245
1962	0.04136542899
1963	0.04133912836
1964	0.04131999711
1965	0.04129647836
1966	0.0412945304
1967	0.04127010019
1968	0.04126732862
1969	0.0412448695
1970	0.04121494074
1971	0.04119907655
1972	0.04117472265
1973	0.04115353088
1974	0.0411276387
1975	0.04110974059
1976	0.04110141397
1977	0.04109457074
1978	0.04108449986
1979	0.04107415434
1980	0.04104527465
1981	0.04103642571
1982	0.04103461976
1983	0.04101836155
1984	0.04100236155
1985	0.04097830673
1986	0.04096293405
1987	0.04095118778
1988	0.04093793611
1989	0.04091212098
1990	0.04088659113
1991	0.04086511221
1992	0.04085011609
1993	0.04082523749
1994	0.0407978783
1995	0.04079155206
1996	0.04077682926
1997	0.04076599243
1998	0.04074236334
1999	0.04072015166
2000	0.04070172984
2001	0.04067546919
2002	0.04065822348
2003	0.0406501004
2004	0.04064299479
2005	0.04064114816
2006	0.04062029661
2007	0.04061267435
2008	0.04059915143
2009	0.04059368129
2010	0.04058097755
2011	0.04056597772
2012	0.04055839684
2013	0.04054091249
2014	0.04050472161
2015	0.04049268468
2016	0.04046305167
2017	0.04044365256
2018	0.04044196118
2019	0.04040471687
2020	0.04038200862
2021	0.04035809748
2022	0.04034267552
2023	0.04032351381
2024	0.04031612979
2025	0.04028788817
2026	0.04025467923
2027	0.04024071152
2028	0.04021806842
2029	0.04018697404
2030	0.04015924503
2031	0.04014662657
2032	0.04012666317
2033	0.04010801647
2034	0.04007828981
2035	0.04005564517
2036	0.04004746132
2037	0.04002509792
2038	0.04001098378
2039	0.04000420626
2040	0.03998464774
2041	0.0399694709
2042	0.03996766415
2043	0.03995600291
2044	0.03993556816
2045	0.0399119537
2046	0.03989693006
2047	0.03987809227
2048	0.03986088521
2049	0.03985042125
2050	0.03984264195
2051	0.03980046424
